Id_Rssd,Type,N,asOfDate
1951350,Non-deposit Trust Company - Non- member,2,2010-12-31
1951350,Bank Holding Company,6,2010-12-31
1951350,Non-member Bank,1,2010-12-31
1951350,Non-deposit Trust Company - Member,2,2010-12-31
1951350,Edge Corporation - Investment,1,2010-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,23,2010-12-31
1951350,Foreign Bank,1,2010-12-31
1951350,Financial Holding Company - Domestic,1,2011-03-31
1951350,Federal Savings Bank,1,2011-03-31
1951350,Domestic Entity Other,801,2011-03-31
1951350,International Nonbank Sub of Domestic Entities,651,2011-03-31
1951350,Finance Company,228,2011-03-31
1951350,Securities Broker/Dealer,7,2011-03-31
1951350,Data Processing Servicer,10,2011-03-31
1951350,Foreign Entity Other,8,2011-03-31
1951350,National Bank,3,2011-03-31
1951350,Non-deposit Trust Company - Non- member,2,2011-03-31
1951350,Bank Holding Company,6,2011-03-31
1951350,Non-member Bank,1,2011-03-31
1951350,Non-deposit Trust Company - Member,2,2011-03-31
1951350,Edge Corporation - Investment,1,2011-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,23,2011-03-31
1951350,Foreign Bank,1,2011-03-31
1951350,Financial Holding Company - Domestic,1,2011-06-30
1951350,Federal Savings Bank,1,2011-06-30
1951350,Domestic Entity Other,814,2011-06-30
1951350,International Nonbank Sub of Domestic Entities,645,2011-06-30
1951350,Finance Company,227,2011-06-30
1951350,Securities Broker/Dealer,7,2011-06-30
1951350,Data Processing Servicer,10,2011-06-30
1951350,Foreign Entity Other,8,2011-06-30
1951350,National Bank,3,2011-06-30
1951350,Non-deposit Trust Company - Non- member,2,2011-06-30
1951350,Bank Holding Company,6,2011-06-30
1951350,Non-member Bank,1,2011-06-30
1951350,Non-deposit Trust Company - Member,2,2011-06-30
1951350,Edge Corporation - Investment,1,2011-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,23,2011-06-30
1951350,Foreign Bank,1,2011-06-30
1951350,Financial Holding Company - Domestic,1,2011-09-30
1951350,Federal Savings Bank,1,2011-09-30
1951350,Domestic Entity Other,817,2011-09-30
1951350,International Nonbank Sub of Domestic Entities,644,2011-09-30
1951350,Finance Company,219,2011-09-30
1951350,Securities Broker/Dealer,7,2011-09-30
1951350,Data Processing Servicer,10,2011-09-30
1951350,Foreign Entity Other,8,2011-09-30
1951350,National Bank,2,2011-09-30
1951350,Bank Holding Company,6,2011-09-30
1951350,Non-member Bank,1,2011-09-30
1951350,Non-deposit Trust Company - Member,2,2011-09-30
1951350,Edge Corporation - Investment,1,2011-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,23,2011-09-30
1951350,Foreign Bank,1,2011-09-30
1951350,Non-deposit Trust Company - Non- member,2,2011-09-30
1951350,Financial Holding Company - Domestic,1,2011-12-31
1951350,Federal Savings Bank,1,2011-12-31
1951350,Domestic Entity Other,797,2011-12-31
1951350,International Nonbank Sub of Domestic Entities,626,2011-12-31
1951350,Finance Company,212,2011-12-31
1951350,Securities Broker/Dealer,6,2011-12-31
1951350,Data Processing Servicer,10,2011-12-31
1951350,Foreign Entity Other,7,2011-12-31
1951350,Bank Holding Company,6,2011-12-31
1951350,Non-member Bank,1,2011-12-31
1951350,National Bank,2,2011-12-31
1951350,Non-deposit Trust Company - Member,2,2011-12-31
1951350,Edge Corporation - Investment,1,2011-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,23,2011-12-31
1951350,Foreign Bank,1,2011-12-31
1951350,Non-deposit Trust Company - Non- member,2,2011-12-31
1951350,Financial Holding Company - Domestic,1,2012-03-31
1951350,Domestic Entity Other,794,2012-03-31
1951350,International Nonbank Sub of Domestic Entities,621,2012-03-31
1951350,Data Processing Servicer,10,2012-03-31
1951350,Foreign Entity Other,10,2012-03-31
1951350,Finance Company,210,2012-03-31
1951350,Bank Holding Company,6,2012-03-31
1951350,Non-member Bank,1,2012-03-31
1951350,National Bank,2,2012-03-31
1951350,Non-deposit Trust Company - Member,2,2012-03-31
1951350,Edge Corporation - Investment,1,2012-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2012-03-31
1951350,Foreign Bank,5,2012-03-31
1951350,Securities Broker/Dealer,6,2012-03-31
1951350,Non-deposit Trust Company - Non- member,1,2012-03-31
1951350,Financial Holding Company - Domestic,1,2012-06-30
1951350,Domestic Entity Other,801,2012-06-30
1951350,International Nonbank Sub of Domestic Entities,609,2012-06-30
1951350,Data Processing Servicer,10,2012-06-30
1951350,Foreign Entity Other,10,2012-06-30
1951350,Finance Company,212,2012-06-30
1951350,Bank Holding Company,6,2012-06-30
1951350,Non-member Bank,1,2012-06-30
1951350,National Bank,2,2012-06-30
1951350,Non-deposit Trust Company - Member,2,2012-06-30
1951350,Edge Corporation - Investment,1,2012-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2012-06-30
1951350,Securities Broker/Dealer,6,2012-06-30
1951350,Foreign Bank,4,2012-06-30
1951350,Non-deposit Trust Company - Non- member,1,2012-06-30
1951350,Financial Holding Company - Domestic,1,2012-09-30
1951350,Domestic Entity Other,800,2012-09-30
1951350,International Nonbank Sub of Domestic Entities,607,2012-09-30
1951350,Data Processing Servicer,10,2012-09-30
1951350,Foreign Entity Other,10,2012-09-30
1951350,Finance Company,214,2012-09-30
1951350,Bank Holding Company,6,2012-09-30
1951350,Non-member Bank,1,2012-09-30
1951350,National Bank,2,2012-09-30
1951350,Non-deposit Trust Company - Member,2,2012-09-30
1951350,Edge Corporation - Investment,1,2012-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2012-09-30
1951350,Securities Broker/Dealer,6,2012-09-30
1951350,Foreign Bank,4,2012-09-30
1951350,Non-deposit Trust Company - Non- member,1,2012-09-30
1951350,Financial Holding Company - Domestic,1,2012-12-31
1951350,Domestic Entity Other,850,2012-12-31
1951350,International Nonbank Sub of Domestic Entities,598,2012-12-31
1951350,Data Processing Servicer,11,2012-12-31
1951350,Foreign Entity Other,9,2012-12-31
1951350,Finance Company,213,2012-12-31
1951350,Bank Holding Company,6,2012-12-31
1951350,Non-member Bank,1,2012-12-31
1951350,National Bank,2,2012-12-31
1951350,Non-deposit Trust Company - Member,2,2012-12-31
1951350,Edge Corporation - Investment,1,2012-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2012-12-31
1951350,Securities Broker/Dealer,5,2012-12-31
1951350,Foreign Bank,4,2012-12-31
1951350,Non-deposit Trust Company - Non- member,1,2012-12-31
1951350,Financial Holding Company - Domestic,1,2013-03-31
1951350,Domestic Entity Other,853,2013-03-31
1951350,International Nonbank Sub of Domestic Entities,590,2013-03-31
1951350,Data Processing Servicer,11,2013-03-31
1951350,Foreign Entity Other,8,2013-03-31
1951350,Finance Company,212,2013-03-31
1951350,Bank Holding Company,6,2013-03-31
1951350,Non-member Bank,1,2013-03-31
1951350,National Bank,2,2013-03-31
1951350,Non-deposit Trust Company - Member,2,2013-03-31
1951350,Edge Corporation - Investment,1,2013-03-31
1951350,Securities Broker/Dealer,5,2013-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2013-03-31
1951350,Foreign Bank,4,2013-03-31
1951350,Non-deposit Trust Company - Non- member,1,2013-03-31
1951350,Financial Holding Company - Domestic,1,2013-06-30
1951350,Domestic Entity Other,661,2013-06-30
1951350,International Nonbank Sub of Domestic Entities,569,2013-06-30
1951350,Data Processing Servicer,11,2013-06-30
1951350,Foreign Entity Other,9,2013-06-30
1951350,Finance Company,172,2013-06-30
1951350,Bank Holding Company,6,2013-06-30
1951350,Non-member Bank,1,2013-06-30
1951350,National Bank,2,2013-06-30
1951350,Non-deposit Trust Company - Member,1,2013-06-30
1951350,Edge Corporation - Investment,1,2013-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2013-06-30
1951350,Securities Broker/Dealer,5,2013-06-30
1951350,Foreign Bank,4,2013-06-30
1951350,Non-deposit Trust Company - Non- member,1,2013-06-30
1951350,Financial Holding Company - Domestic,1,2013-09-30
1951350,Domestic Entity Other,646,2013-09-30
1951350,International Nonbank Sub of Domestic Entities,561,2013-09-30
1951350,Data Processing Servicer,10,2013-09-30
1951350,Foreign Entity Other,9,2013-09-30
1951350,Finance Company,169,2013-09-30
1951350,Bank Holding Company,6,2013-09-30
1951350,Non-member Bank,1,2013-09-30
1951350,National Bank,2,2013-09-30
1951350,Non-deposit Trust Company - Member,1,2013-09-30
1951350,Edge Corporation - Investment,1,2013-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2013-09-30
1951350,Securities Broker/Dealer,5,2013-09-30
1951350,Foreign Bank,4,2013-09-30
1951350,Non-deposit Trust Company - Non- member,1,2013-09-30
1951350,Financial Holding Company - Domestic,1,2013-12-31
1951350,Domestic Entity Other,621,2013-12-31
1951350,International Nonbank Sub of Domestic Entities,533,2013-12-31
1951350,Data Processing Servicer,10,2013-12-31
1951350,Foreign Entity Other,6,2013-12-31
1951350,Finance Company,159,2013-12-31
1951350,Bank Holding Company,6,2013-12-31
1951350,Non-member Bank,1,2013-12-31
1951350,National Bank,2,2013-12-31
1951350,Non-deposit Trust Company - Member,1,2013-12-31
1951350,Edge Corporation - Investment,1,2013-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,18,2013-12-31
1951350,Securities Broker/Dealer,5,2013-12-31
1951350,Foreign Bank,4,2013-12-31
1951350,Non-deposit Trust Company - Non- member,1,2013-12-31
1951350,Financial Holding Company - Domestic,1,2014-03-31
1951350,Domestic Entity Other,607,2014-03-31
1951350,Data Processing Servicer,10,2014-03-31
1951350,International Nonbank Sub of Domestic Entities,523,2014-03-31
1951350,Foreign Entity Other,5,2014-03-31
1951350,Finance Company,166,2014-03-31
1951350,Bank Holding Company,6,2014-03-31
1951350,Non-member Bank,1,2014-03-31
1951350,National Bank,2,2014-03-31
1951350,Non-deposit Trust Company - Member,1,2014-03-31
1951350,Edge Corporation - Investment,1,2014-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,17,2014-03-31
1951350,Securities Broker/Dealer,5,2014-03-31
1951350,Foreign Bank,4,2014-03-31
1951350,Non-deposit Trust Company - Non- member,1,2014-03-31
1951350,Financial Holding Company - Domestic,1,2014-06-30
1951350,Domestic Entity Other,592,2014-06-30
1951350,Data Processing Servicer,10,2014-06-30
1951350,International Nonbank Sub of Domestic Entities,519,2014-06-30
1951350,Foreign Entity Other,5,2014-06-30
1951350,Finance Company,170,2014-06-30
1951350,Bank Holding Company,6,2014-06-30
1951350,Non-member Bank,1,2014-06-30
1951350,National Bank,2,2014-06-30
1951350,Non-deposit Trust Company - Member,1,2014-06-30
1951350,Edge Corporation - Investment,1,2014-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,17,2014-06-30
1951350,Securities Broker/Dealer,5,2014-06-30
1951350,Foreign Bank,4,2014-06-30
1951350,Non-deposit Trust Company - Non- member,1,2014-06-30
1951350,Financial Holding Company - Domestic,1,2014-09-30
1951350,Domestic Entity Other,573,2014-09-30
1951350,Data Processing Servicer,10,2014-09-30
1951350,International Nonbank Sub of Domestic Entities,509,2014-09-30
1951350,Foreign Entity Other,5,2014-09-30
1951350,Finance Company,174,2014-09-30
1951350,Bank Holding Company,6,2014-09-30
1951350,Non-member Bank,1,2014-09-30
1951350,National Bank,2,2014-09-30
1951350,Non-deposit Trust Company - Member,1,2014-09-30
1951350,Edge Corporation - Investment,1,2014-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,17,2014-09-30
1951350,Securities Broker/Dealer,5,2014-09-30
1951350,Foreign Bank,2,2014-09-30
1951350,Non-deposit Trust Company - Non- member,1,2014-09-30
1951350,Financial Holding Company - Domestic,1,2014-12-31
1951350,Domestic Entity Other,575,2014-12-31
1951350,Data Processing Servicer,8,2014-12-31
1951350,International Nonbank Sub of Domestic Entities,501,2014-12-31
1951350,Foreign Entity Other,5,2014-12-31
1951350,Finance Company,166,2014-12-31
1951350,Bank Holding Company,6,2014-12-31
1951350,Non-member Bank,1,2014-12-31
1951350,National Bank,2,2014-12-31
1951350,Non-deposit Trust Company - Member,1,2014-12-31
1951350,Edge Corporation - Investment,1,2014-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,16,2014-12-31
1951350,Securities Broker/Dealer,5,2014-12-31
1951350,Foreign Bank,2,2014-12-31
1951350,Non-deposit Trust Company - Non- member,1,2014-12-31
1951350,Financial Holding Company - Domestic,1,2015-03-31
1951350,Domestic Entity Other,569,2015-03-31
1951350,Data Processing Servicer,8,2015-03-31
1951350,International Nonbank Sub of Domestic Entities,486,2015-03-31
1951350,Foreign Entity Other,5,2015-03-31
1951350,Finance Company,164,2015-03-31
1951350,Bank Holding Company,6,2015-03-31
1951350,Non-member Bank,1,2015-03-31
1951350,National Bank,2,2015-03-31
1951350,Non-deposit Trust Company - Member,1,2015-03-31
1951350,Edge Corporation - Investment,1,2015-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,16,2015-03-31
1951350,Securities Broker/Dealer,5,2015-03-31
1951350,Foreign Bank,2,2015-03-31
1951350,Non-deposit Trust Company - Non- member,1,2015-03-31
1951350,Financial Holding Company - Domestic,1,2015-06-30
1951350,Domestic Entity Other,569,2015-06-30
1951350,Data Processing Servicer,8,2015-06-30
1951350,International Nonbank Sub of Domestic Entities,479,2015-06-30
1951350,Foreign Entity Other,5,2015-06-30
1951350,Finance Company,168,2015-06-30
1951350,Bank Holding Company,6,2015-06-30
1951350,Non-member Bank,1,2015-06-30
1951350,National Bank,2,2015-06-30
1951350,Non-deposit Trust Company - Member,1,2015-06-30
1951350,Edge Corporation - Investment,1,2015-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,16,2015-06-30
1951350,Securities Broker/Dealer,5,2015-06-30
1951350,Foreign Bank,2,2015-06-30
1951350,Non-deposit Trust Company - Non- member,1,2015-06-30
1951350,Financial Holding Company - Domestic,1,2015-09-30
1951350,Domestic Entity Other,551,2015-09-30
1951350,Data Processing Servicer,8,2015-09-30
1951350,International Nonbank Sub of Domestic Entities,466,2015-09-30
1951350,Foreign Entity Other,5,2015-09-30
1951350,Finance Company,152,2015-09-30
1951350,Bank Holding Company,6,2015-09-30
1951350,Non-member Bank,1,2015-09-30
1951350,National Bank,2,2015-09-30
1951350,Non-deposit Trust Company - Member,1,2015-09-30
1951350,Edge Corporation - Investment,1,2015-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,16,2015-09-30
1951350,Securities Broker/Dealer,4,2015-09-30
1951350,Non-deposit Trust Company - Non- member,1,2015-09-30
1951350,Foreign Bank,1,2015-09-30
1951350,Financial Holding Company - Domestic,1,2015-12-31
1951350,Domestic Entity Other,534,2015-12-31
1951350,Data Processing Servicer,8,2015-12-31
1951350,International Nonbank Sub of Domestic Entities,460,2015-12-31
1951350,Foreign Entity Other,4,2015-12-31
1951350,Finance Company,141,2015-12-31
1951350,Bank Holding Company,6,2015-12-31
1951350,Non-member Bank,1,2015-12-31
1951350,National Bank,2,2015-12-31
1951350,Non-deposit Trust Company - Member,1,2015-12-31
1951350,Edge Corporation - Investment,1,2015-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2015-12-31
1951350,Securities Broker/Dealer,4,2015-12-31
1951350,Foreign Bank,3,2015-12-31
1951350,Non-deposit Trust Company - Non- member,2,2015-12-31
1951350,Financial Holding Company - Domestic,1,2016-03-31
1951350,Domestic Entity Other,524,2016-03-31
1951350,Data Processing Servicer,8,2016-03-31
1951350,International Nonbank Sub of Domestic Entities,449,2016-03-31
1951350,Foreign Entity Other,4,2016-03-31
1951350,Finance Company,129,2016-03-31
1951350,Bank Holding Company,6,2016-03-31
1951350,Non-member Bank,1,2016-03-31
1951350,National Bank,2,2016-03-31
1951350,Non-deposit Trust Company - Member,1,2016-03-31
1951350,Edge Corporation - Investment,1,2016-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2016-03-31
1951350,Securities Broker/Dealer,4,2016-03-31
1951350,Non-deposit Trust Company - Non- member,2,2016-03-31
1951350,Foreign Bank,1,2016-03-31
1951350,Financial Holding Company - Domestic,1,2016-06-30
1951350,Domestic Entity Other,522,2016-06-30
1951350,Data Processing Servicer,8,2016-06-30
1951350,International Nonbank Sub of Domestic Entities,431,2016-06-30
1951350,Foreign Entity Other,9,2016-06-30
1951350,Finance Company,87,2016-06-30
1951350,Bank Holding Company,6,2016-06-30
1951350,Non-member Bank,1,2016-06-30
1951350,National Bank,2,2016-06-30
1951350,Non-deposit Trust Company - Member,1,2016-06-30
1951350,Edge Corporation - Investment,1,2016-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2016-06-30
1951350,Securities Broker/Dealer,4,2016-06-30
1951350,Non-deposit Trust Company - Non- member,2,2016-06-30
1951350,Foreign Bank,1,2016-06-30
1951350,Financial Holding Company - Domestic,1,2016-09-30
1951350,Domestic Entity Other,513,2016-09-30
1951350,International Nonbank Sub of Domestic Entities,425,2016-09-30
1951350,Foreign Entity Other,1,2016-09-30
1951350,Data Processing Servicer,8,2016-09-30
1951350,Finance Company,87,2016-09-30
1951350,Bank Holding Company,6,2016-09-30
1951350,Non-member Bank,1,2016-09-30
1951350,National Bank,2,2016-09-30
1951350,Non-deposit Trust Company - Member,1,2016-09-30
1951350,Edge Corporation - Investment,1,2016-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2016-09-30
1951350,Securities Broker/Dealer,4,2016-09-30
1951350,Non-deposit Trust Company - Non- member,2,2016-09-30
1951350,Financial Holding Company - Domestic,1,2016-12-31
1951350,Domestic Entity Other,516,2016-12-31
1951350,International Nonbank Sub of Domestic Entities,413,2016-12-31
1951350,Data Processing Servicer,8,2016-12-31
1951350,Foreign Entity Other,1,2016-12-31
1951350,Finance Company,85,2016-12-31
1951350,Bank Holding Company,6,2016-12-31
1951350,Non-member Bank,1,2016-12-31
1951350,National Bank,2,2016-12-31
1951350,Non-deposit Trust Company - Member,1,2016-12-31
1951350,Edge Corporation - Investment,1,2016-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2016-12-31
1951350,Securities Broker/Dealer,4,2016-12-31
1951350,Non-deposit Trust Company - Non- member,2,2016-12-31
1951350,Financial Holding Company - Domestic,1,2017-03-31
1951350,Domestic Entity Other,512,2017-03-31
1951350,International Nonbank Sub of Domestic Entities,411,2017-03-31
1951350,Data Processing Servicer,10,2017-03-31
1951350,Foreign Entity Other,1,2017-03-31
1951350,Finance Company,89,2017-03-31
1951350,Bank Holding Company,6,2017-03-31
1951350,Non-member Bank,1,2017-03-31
1951350,National Bank,2,2017-03-31
1951350,Non-deposit Trust Company - Member,1,2017-03-31
1951350,Edge Corporation - Investment,1,2017-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2017-03-31
1951350,Securities Broker/Dealer,4,2017-03-31
1951350,Non-deposit Trust Company - Non- member,2,2017-03-31
1951350,Financial Holding Company - Domestic,1,2017-06-30
1951350,Domestic Entity Other,510,2017-06-30
1951350,International Nonbank Sub of Domestic Entities,411,2017-06-30
1951350,Foreign Entity Other,1,2017-06-30
1951350,Data Processing Servicer,10,2017-06-30
1951350,Finance Company,87,2017-06-30
1951350,Bank Holding Company,6,2017-06-30
1951350,Non-member Bank,1,2017-06-30
1951350,National Bank,2,2017-06-30
1951350,Non-deposit Trust Company - Member,1,2017-06-30
1951350,Edge Corporation - Investment,1,2017-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2017-06-30
1951350,Securities Broker/Dealer,4,2017-06-30
1951350,Non-deposit Trust Company - Non- member,2,2017-06-30
1951350,Financial Holding Company - Domestic,1,2017-09-30
1951350,Domestic Entity Other,512,2017-09-30
1951350,International Nonbank Sub of Domestic Entities,399,2017-09-30
1951350,Data Processing Servicer,5,2017-09-30
1951350,Finance Company,72,2017-09-30
1951350,Bank Holding Company,2,2017-09-30
1951350,National Bank,2,2017-09-30
1951350,Non-deposit Trust Company - Member,1,2017-09-30
1951350,Edge Corporation - Investment,1,2017-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,15,2017-09-30
1951350,Foreign Entity Other,1,2017-09-30
1951350,Securities Broker/Dealer,4,2017-09-30
1951350,Non-deposit Trust Company - Non- member,1,2017-09-30
1951350,Financial Holding Company - Domestic,1,2017-12-31
1951350,Domestic Entity Other,514,2017-12-31
1951350,International Nonbank Sub of Domestic Entities,390,2017-12-31
1951350,Data Processing Servicer,6,2017-12-31
1951350,Finance Company,69,2017-12-31
1951350,Bank Holding Company,1,2017-12-31
1951350,National Bank,2,2017-12-31
1951350,Non-deposit Trust Company - Member,1,2017-12-31
1951350,Edge Corporation - Investment,1,2017-12-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,13,2017-12-31
1951350,Securities Broker/Dealer,4,2017-12-31
1951350,Non-deposit Trust Company - Non- member,1,2017-12-31
1951350,Financial Holding Company - Domestic,1,2018-03-31
1951350,Domestic Entity Other,509,2018-03-31
1951350,International Nonbank Sub of Domestic Entities,375,2018-03-31
1951350,Data Processing Servicer,6,2018-03-31
1951350,Finance Company,67,2018-03-31
1951350,Bank Holding Company,1,2018-03-31
1951350,National Bank,2,2018-03-31
1951350,Non-deposit Trust Company - Member,1,2018-03-31
1951350,Edge Corporation - Investment,1,2018-03-31
1951350,International Bank of U.S. Depository - Edge or Trust Co.,13,2018-03-31
1951350,Securities Broker/Dealer,4,2018-03-31
1951350,Non-deposit Trust Company - Non- member,1,2018-03-31
1951350,Financial Holding Company - Domestic,1,2018-06-30
1951350,Domestic Entity Other,514,2018-06-30
1951350,Data Processing Servicer,6,2018-06-30
1951350,International Nonbank Sub of Domestic Entities,370,2018-06-30
1951350,Finance Company,62,2018-06-30
1951350,Bank Holding Company,1,2018-06-30
1951350,National Bank,2,2018-06-30
1951350,Non-deposit Trust Company - Member,1,2018-06-30
1951350,Edge Corporation - Investment,1,2018-06-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,13,2018-06-30
1951350,Securities Broker/Dealer,4,2018-06-30
1951350,Non-deposit Trust Company - Non- member,1,2018-06-30
1951350,Financial Holding Company - Domestic,1,2018-09-30
1951350,Domestic Entity Other,521,2018-09-30
1951350,Data Processing Servicer,6,2018-09-30
1951350,International Nonbank Sub of Domestic Entities,366,2018-09-30
1951350,Finance Company,59,2018-09-30
1951350,Bank Holding Company,1,2018-09-30
1951350,National Bank,2,2018-09-30
1951350,Non-deposit Trust Company - Member,1,2018-09-30
1951350,Edge Corporation - Investment,1,2018-09-30
1951350,International Bank of U.S. Depository - Edge or Trust Co.,13,2018-09-30
1951350,Securities Broker/Dealer,4,2018-09-30
1951350,Non-deposit Trust Company - Non- member,1,2018-09-30
2162966,Savings & Loan Holding Company,1,1999-12-31
2162966,Non-member Bank,3,1999-12-31
2162966,Finance Company,1,1999-12-31
2162966,Federal Savings Bank,1,1999-12-31
2162966,Savings & Loan Holding Company,1,2000-03-31
2162966,Non-member Bank,3,2000-03-31
2162966,Finance Company,1,2000-03-31
2162966,Federal Savings Bank,1,2000-03-31
2162966,Savings & Loan Holding Company,1,2000-06-30
2162966,Non-member Bank,3,2000-06-30
2162966,Finance Company,1,2000-06-30
2162966,Federal Savings Bank,1,2000-06-30
2162966,Savings & Loan Holding Company,1,2000-09-30
2162966,Non-member Bank,3,2000-09-30
2162966,Finance Company,1,2000-09-30
2162966,Federal Savings Bank,1,2000-09-30
2162966,Savings & Loan Holding Company,1,2000-12-31
2162966,Non-member Bank,3,2000-12-31
2162966,Finance Company,1,2000-12-31
2162966,Federal Savings Bank,1,2000-12-31
2162966,Savings & Loan Holding Company,1,2001-03-31
2162966,Non-member Bank,3,2001-03-31
2162966,Finance Company,1,2001-03-31
2162966,Federal Savings Bank,1,2001-03-31
2162966,Savings & Loan Holding Company,1,2001-06-30
2162966,Non-member Bank,3,2001-06-30
2162966,Finance Company,1,2001-06-30
2162966,Federal Savings Bank,1,2001-06-30
2162966,Savings & Loan Holding Company,1,2001-09-30
2162966,Non-member Bank,3,2001-09-30
2162966,Finance Company,1,2001-09-30
2162966,Federal Savings Bank,1,2001-09-30
2162966,Savings & Loan Holding Company,1,2001-12-31
2162966,Non-member Bank,3,2001-12-31
2162966,Finance Company,1,2001-12-31
2162966,Federal Savings Bank,1,2001-12-31
2162966,Savings & Loan Holding Company,1,2002-03-31
2162966,Non-member Bank,3,2002-03-31
2162966,Finance Company,1,2002-03-31
2162966,Federal Savings Bank,1,2002-03-31
2162966,Savings & Loan Holding Company,1,2002-06-30
2162966,Non-member Bank,3,2002-06-30
2162966,Finance Company,1,2002-06-30
2162966,Federal Savings Bank,1,2002-06-30
2162966,Savings & Loan Holding Company,1,2002-09-30
2162966,Non-member Bank,3,2002-09-30
2162966,Finance Company,1,2002-09-30
2162966,Federal Savings Bank,1,2002-09-30
2162966,Savings & Loan Holding Company,1,2002-12-31
2162966,Non-member Bank,3,2002-12-31
2162966,Finance Company,1,2002-12-31
2162966,Federal Savings Bank,1,2002-12-31
2162966,Savings & Loan Holding Company,1,2003-03-31
2162966,Non-member Bank,3,2003-03-31
2162966,Finance Company,1,2003-03-31
2162966,Federal Savings Bank,1,2003-03-31
2162966,Savings & Loan Holding Company,1,2003-06-30
2162966,Non-member Bank,3,2003-06-30
2162966,Finance Company,1,2003-06-30
2162966,Federal Savings Bank,1,2003-06-30
2162966,Savings & Loan Holding Company,1,2003-09-30
2162966,Non-member Bank,3,2003-09-30
2162966,Finance Company,1,2003-09-30
2162966,Federal Savings Bank,1,2003-09-30
2162966,Savings & Loan Holding Company,1,2003-12-31
2162966,Non-member Bank,3,2003-12-31
2162966,Finance Company,1,2003-12-31
2162966,Federal Savings Bank,1,2003-12-31
2162966,Savings & Loan Holding Company,1,2004-03-31
2162966,Non-member Bank,3,2004-03-31
2162966,Finance Company,1,2004-03-31
2162966,Federal Savings Bank,1,2004-03-31
2162966,Savings & Loan Holding Company,1,2004-06-30
2162966,Non-member Bank,3,2004-06-30
2162966,Finance Company,1,2004-06-30
2162966,Federal Savings Bank,1,2004-06-30
2162966,Savings & Loan Holding Company,1,2004-09-30
2162966,Non-member Bank,3,2004-09-30
2162966,Finance Company,1,2004-09-30
2162966,Federal Savings Bank,1,2004-09-30
2162966,Savings & Loan Holding Company,1,2004-12-31
2162966,Non-member Bank,3,2004-12-31
2162966,Finance Company,1,2004-12-31
2162966,Federal Savings Bank,1,2004-12-31
2162966,Savings & Loan Holding Company,1,2005-03-31
2162966,Non-member Bank,3,2005-03-31
2162966,Finance Company,1,2005-03-31
2162966,Federal Savings Bank,1,2005-03-31
2162966,Savings & Loan Holding Company,1,2005-06-30
2162966,Non-member Bank,3,2005-06-30
2162966,Finance Company,1,2005-06-30
2162966,Federal Savings Bank,1,2005-06-30
2162966,Savings & Loan Holding Company,1,2005-09-30
2162966,Non-member Bank,3,2005-09-30
2162966,Finance Company,1,2005-09-30
2162966,Federal Savings Bank,1,2005-09-30
2162966,Savings & Loan Holding Company,1,2005-12-31
2162966,Non-member Bank,3,2005-12-31
2162966,Finance Company,1,2005-12-31
2162966,Federal Savings Bank,1,2005-12-31
2162966,Savings & Loan Holding Company,1,2006-03-31
2162966,Non-member Bank,3,2006-03-31
2162966,Finance Company,1,2006-03-31
2162966,Federal Savings Bank,1,2006-03-31
2162966,Savings & Loan Holding Company,1,2006-06-30
2162966,Non-member Bank,3,2006-06-30
2162966,Finance Company,1,2006-06-30
2162966,Federal Savings Bank,1,2006-06-30
2162966,Savings & Loan Holding Company,1,2006-09-30
2162966,Non-member Bank,3,2006-09-30
2162966,Finance Company,1,2006-09-30
2162966,Federal Savings Bank,1,2006-09-30
2162966,Savings & Loan Holding Company,1,2006-12-31
